order_id,account_id,timestamp,product_id,amount,device_id,address_id,order_status,refund_requested,risk_score,risk_level
ORD_ACC_N_330_9,ACC_N_330,2026-07-25T00:00:00,PROD_126,175.78,DEV_N_329,ADDR_N_329,COMPLETED,0,0.0,LOW
ORD_ACC_N_330_10,ACC_N_330,2026-06-15T00:00:00,PROD_135,303.11,DEV_N_329,ADDR_N_329,COMPLETED,0,0.0,LOW
ORD_ACC_N_330_11,ACC_N_330,2026-01-19T00:00:00,PROD_148,137.71,DEV_N_329,ADDR_N_329,COMPLETED,0,0.0,LOW
ORD_ACC_N_330_12,ACC_N_330,2025-11-19T00:00:00,PROD_101,274.89,DEV_N_329,ADDR_N_329,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_0,ACC_N_331,2026-08-11T00:00:00,PROD_149,479.46,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_1,ACC_N_331,2026-08-18T00:00:00,PROD_129,108.39,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_2,ACC_N_331,2026-08-10T00:00:00,PROD_116,115.51,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_3,ACC_N_331,2026-07-24T00:00:00,PROD_107,378.87,DEV_N_331,ADDR_N_331,REFUNDED,1,0.0,LOW
ORD_ACC_N_331_4,ACC_N_331,2026-08-06T00:00:00,PROD_133,406.91,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_5,ACC_N_331,2026-07-30T00:00:00,PROD_102,199.27,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_6,ACC_N_331,2026-08-11T00:00:00,PROD_136,399.27,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_7,ACC_N_331,2026-07-22T00:00:00,PROD_105,52.21,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_8,ACC_N_331,2026-08-24T00:00:00,PROD_105,275.25,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_9,ACC_N_331,2026-08-02T00:00:00,PROD_148,312.82,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_10,ACC_N_331,2026-07-19T00:00:00,PROD_128,226.85,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_11,ACC_N_331,2026-07-21T00:00:00,PROD_136,178.61,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_12,ACC_N_331,2026-08-02T00:00:00,PROD_127,273.3,DEV_N_331,ADDR_N_331,COMPLETED,0,0.0,LOW
ORD_ACC_N_331_13,ACC_N_331,2026-08-06T00:00:00,PROD_124,295.87,DEV_N_331,ADDR_N_331,REFUNDED,1,0.0,LOW
ORD_ACC_N_332_0,ACC_N_332,2026-07-08T00:00:00,PROD_137,92.24,DEV_N_332,ADDR_N_332,COMPLETED,0,0.0,LOW
ORD_ACC_N_332_1,ACC_N_332,2026-06-24T00:00:00,PROD_149,239.72,DEV_N_332,ADDR_N_332,COMPLETED,0,0.0,LOW
ORD_ACC_N_332_2,ACC_N_332,2026-05-05T00:00:00,PROD_136,190.23,DEV_N_332,ADDR_N_332,COMPLETED,0,0.0,LOW
ORD_ACC_N_332_3,ACC_N_332,2026-08-07T00:00:00,PROD_111,391.04,DEV_N_332,ADDR_N_332,COMPLETED,0,0.0,LOW
ORD_ACC_N_332_4,ACC_N_332,2026-08-28T00:00:00,PROD_102,276.04,DEV_N_332,ADDR_N_332,COMPLETED,0,0.0,LOW
ORD_ACC_N_332_5,ACC_N_332,2026-06-23T00:00:00,PROD_120,187.29,DEV_N_332,ADDR_N_332,COMPLETED,0,0.0,LOW
ORD_ACC_N_333_0,ACC_N_333,2026-05-20T00:00:00,PROD_117,165.41,DEV_N_333,ADDR_N_333,COMPLETED,0,0.0,LOW
ORD_ACC_N_333_1,ACC_N_333,2026-05-12T00:00:00,PROD_128,390.73,DEV_N_333,ADDR_N_333,REFUNDED,1,0.0,LOW
ORD_ACC_N_333_2,ACC_N_333,2026-08-18T00:00:00,PROD_147,233.1,DEV_N_333,ADDR_N_333,COMPLETED,0,0.0,LOW
ORD_ACC_N_333_3,ACC_N_333,2026-02-18T00:00:00,PROD_112,43.62,DEV_N_333,ADDR_N_333,COMPLETED,0,0.0,LOW
ORD_ACC_N_334_0,ACC_N_334,2026-07-31T00:00:00,PROD_137,64.57,DEV_N_334,ADDR_N_334,COMPLETED,0,0.0,LOW
ORD_ACC_N_334_1,ACC_N_334,2026-07-31T00:00:00,PROD_131,98.18,DEV_N_334,ADDR_N_334,COMPLETED,0,0.0,LOW
ORD_ACC_N_334_2,ACC_N_334,2026-06-01T00:00:00,PROD_112,379.85,DEV_N_334,ADDR_N_334,COMPLETED,0,0.0,LOW
ORD_ACC_N_334_3,ACC_N_334,2026-08-08T00:00:00,PROD_116,403.9,DEV_N_334,ADDR_N_334,COMPLETED,0,0.0,LOW
ORD_ACC_N_334_4,ACC_N_334,2026-08-03T00:00:00,PROD_124,473.55,DEV_N_334,ADDR_N_334,REFUNDED,1,0.0,LOW
ORD_ACC_N_334_5,ACC_N_334,2026-08-06T00:00:00,PROD_104,190.25,DEV_N_334,ADDR_N_334,COMPLETED,0,0.0,LOW
ORD_ACC_N_334_6,ACC_N_334,2026-03-18T00:00:00,PROD_105,164.33,DEV_N_334,ADDR_N_334,COMPLETED,0,0.0,LOW
ORD_ACC_N_334_7,ACC_N_334,2026-05-03T00:00:00,PROD_146,27.61,DEV_N_334,ADDR_N_334,COMPLETED,0,0.0,LOW
ORD_ACC_N_334_8,ACC_N_334,2026-08-20T00:00:00,PROD_136,87.55,DEV_N_334,ADDR_N_334,COMPLETED,0,0.0,LOW
ORD_ACC_N_334_9,ACC_N_334,2026-07-30T00:00:00,PROD_130,268.94,DEV_N_334,ADDR_N_334,COMPLETED,0,0.0,LOW
ORD_ACC_N_335_0,ACC_N_335,2026-08-18T00:00:00,PROD_123,435.85,DEV_N_335,ADDR_N_335,COMPLETED,0,0.0,LOW
ORD_ACC_N_335_1,ACC_N_335,2026-08-05T00:00:00,PROD_111,415.16,DEV_N_335,ADDR_N_335,COMPLETED,0,0.0,LOW
ORD_ACC_N_335_2,ACC_N_335,2026-08-22T00:00:00,PROD_111,376.14,DEV_N_335,ADDR_N_335,COMPLETED,0,0.0,LOW
ORD_ACC_N_335_3,ACC_N_335,2026-08-24T00:00:00,PROD_113,397.55,DEV_N_335,ADDR_N_335,REFUNDED,1,0.0,LOW
ORD_ACC_N_335_4,ACC_N_335,2026-07-22T00:00:00,PROD_139,199.13,DEV_N_335,ADDR_N_335,COMPLETED,0,0.0,LOW
ORD_ACC_N_335_5,ACC_N_335,2026-08-30T00:00:00,PROD_130,395.97,DEV_N_335,ADDR_N_335,COMPLETED,0,0.0,LOW
ORD_ACC_N_335_6,ACC_N_335,2026-08-22T00:00:00,PROD_124,458.52,DEV_N_335,ADDR_N_335,REFUNDED,1,0.0,LOW
ORD_ACC_N_335_7,ACC_N_335,2026-08-21T00:00:00,PROD_114,95.92,DEV_N_335,ADDR_N_335,REFUNDED,1,0.0,LOW
ORD_ACC_N_335_8,ACC_N_335,2026-08-27T00:00:00,PROD_126,73.96,DEV_N_335,ADDR_N_335,COMPLETED,0,0.0,LOW
ORD_ACC_N_335_9,ACC_N_335,2026-08-03T00:00:00,PROD_140,84.51,DEV_N_335,ADDR_N_335,COMPLETED,0,0.0,LOW
ORD_ACC_N_336_0,ACC_N_336,2026-05-03T00:00:00,PROD_120,451.78,DEV_N_336,ADDR_N_336,COMPLETED,0,0.0,LOW
ORD_ACC_N_336_1,ACC_N_336,2026-05-30T00:00:00,PROD_106,479.31,DEV_N_336,ADDR_N_336,COMPLETED,0,0.0,LOW
ORD_ACC_N_336_2,ACC_N_336,2026-04-27T00:00:00,PROD_112,379.39,DEV_N_336,ADDR_N_336,COMPLETED,0,0.0,LOW
ORD_ACC_N_336_3,ACC_N_336,2026-07-06T00:00:00,PROD_109,267.07,DEV_N_336,ADDR_N_336,COMPLETED,0,0.0,LOW
ORD_ACC_N_336_4,ACC_N_336,2026-03-16T00:00:00,PROD_125,59.45,DEV_N_336,ADDR_N_336,COMPLETED,0,0.0,LOW
ORD_ACC_N_336_5,ACC_N_336,2026-03-27T00:00:00,PROD_111,70.51,DEV_N_336,ADDR_N_336,COMPLETED,0,0.0,LOW
ORD_ACC_N_336_6,ACC_N_336,2026-06-08T00:00:00,PROD_137,361.02,DEV_N_336,ADDR_N_336,COMPLETED,0,0.0,LOW
ORD_ACC_N_336_7,ACC_N_336,2026-04-21T00:00:00,PROD_148,297.04,DEV_N_336,ADDR_N_336,COMPLETED,0,0.0,LOW
ORD_ACC_N_337_0,ACC_N_337,2026-05-28T00:00:00,PROD_102,337.38,DEV_N_337,ADDR_N_337,COMPLETED,0,0.0,LOW
ORD_ACC_N_337_1,ACC_N_337,2026-03-23T00:00:00,PROD_111,43.05,DEV_N_337,ADDR_N_337,COMPLETED,0,0.0,LOW
ORD_ACC_N_337_2,ACC_N_337,2026-07-26T00:00:00,PROD_115,324.62,DEV_N_337,ADDR_N_337,COMPLETED,0,0.0,LOW
ORD_ACC_N_337_3,ACC_N_337,2026-05-22T00:00:00,PROD_130,174.82,DEV_N_337,ADDR_N_337,COMPLETED,0,0.0,LOW
ORD_ACC_N_337_4,ACC_N_337,2026-07-14T00:00:00,PROD_136,321.78,DEV_N_337,ADDR_N_337,COMPLETED,0,0.0,LOW
ORD_ACC_N_337_5,ACC_N_337,2026-05-08T00:00:00,PROD_116,496.5,DEV_N_337,ADDR_N_337,COMPLETED,0,0.0,LOW
ORD_ACC_N_337_6,ACC_N_337,2026-05-11T00:00:00,PROD_149,76.55,DEV_N_337,ADDR_N_337,COMPLETED,0,0.0,LOW
ORD_ACC_N_338_0,ACC_N_338,2026-07-15T00:00:00,PROD_131,142.54,DEV_N_338,ADDR_N_338,COMPLETED,0,0.0,LOW
ORD_ACC_N_338_1,ACC_N_338,2026-05-07T00:00:00,PROD_121,338.36,DEV_N_338,ADDR_N_338,COMPLETED,0,0.0,LOW
ORD_ACC_N_338_2,ACC_N_338,2026-06-25T00:00:00,PROD_141,50.3,DEV_N_338,ADDR_N_338,COMPLETED,0,0.0,LOW
ORD_ACC_N_338_3,ACC_N_338,2026-04-14T00:00:00,PROD_129,80.59,DEV_N_338,ADDR_N_338,COMPLETED,0,0.0,LOW
ORD_ACC_N_338_4,ACC_N_338,2026-08-01T00:00:00,PROD_122,284.22,DEV_N_338,ADDR_N_338,COMPLETED,0,0.0,LOW
ORD_ACC_N_338_5,ACC_N_338,2026-05-08T00:00:00,PROD_105,229.36,DEV_N_338,ADDR_N_338,COMPLETED,0,0.0,LOW
ORD_ACC_N_339_0,ACC_N_339,2026-06-27T00:00:00,PROD_114,113.54,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_339_1,ACC_N_339,2026-08-06T00:00:00,PROD_138,372.04,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_339_2,ACC_N_339,2026-06-20T00:00:00,PROD_134,432.76,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_339_3,ACC_N_339,2026-06-23T00:00:00,PROD_133,130.6,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_339_4,ACC_N_339,2026-07-15T00:00:00,PROD_140,96.2,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_339_5,ACC_N_339,2026-08-03T00:00:00,PROD_109,424.75,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_339_6,ACC_N_339,2026-06-14T00:00:00,PROD_103,223.53,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_340_0,ACC_N_340,2026-04-20T00:00:00,PROD_129,486.56,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_340_1,ACC_N_340,2026-07-28T00:00:00,PROD_104,366.34,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_340_2,ACC_N_340,2026-04-11T00:00:00,PROD_146,340.7,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_340_3,ACC_N_340,2026-04-01T00:00:00,PROD_126,480.45,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_340_4,ACC_N_340,2026-07-26T00:00:00,PROD_115,250.85,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_340_5,ACC_N_340,2026-07-22T00:00:00,PROD_112,330.12,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_340_6,ACC_N_340,2026-06-03T00:00:00,PROD_117,53.86,DEV_N_339,ADDR_N_339,COMPLETED,0,0.0,LOW
ORD_ACC_N_341_0,ACC_N_341,2026-02-27T00:00:00,PROD_109,375.03,DEV_N_341,ADDR_N_341,COMPLETED,0,0.0,LOW
ORD_ACC_N_341_1,ACC_N_341,2026-05-10T00:00:00,PROD_120,88.36,DEV_N_341,ADDR_N_341,COMPLETED,0,0.0,LOW
ORD_ACC_N_342_0,ACC_N_342,2025-12-08T00:00:00,PROD_140,169.36,DEV_N_342,ADDR_N_342,COMPLETED,0,0.0,LOW
ORD_ACC_N_342_1,ACC_N_342,2026-01-02T00:00:00,PROD_107,131.45,DEV_N_342,ADDR_N_342,COMPLETED,0,0.0,LOW
ORD_ACC_N_343_0,ACC_N_343,2026-06-14T00:00:00,PROD_146,53.79,DEV_N_343,ADDR_N_343,COMPLETED,0,0.0,LOW
ORD_ACC_N_343_1,ACC_N_343,2026-04-14T00:00:00,PROD_116,475.75,DEV_N_343,ADDR_N_343,REFUNDED,1,0.0,LOW
ORD_ACC_N_343_2,ACC_N_343,2026-01-25T00:00:00,PROD_144,300.79,DEV_N_343,ADDR_N_343,COMPLETED,0,0.0,LOW
ORD_ACC_N_343_3,ACC_N_343,2026-04-04T00:00:00,PROD_146,127.82,DEV_N_343,ADDR_N_343,COMPLETED,0,0.0,LOW
ORD_ACC_N_343_4,ACC_N_343,2025-10-29T00:00:00,PROD_142,435.24,DEV_N_343,ADDR_N_343,COMPLETED,0,0.0,LOW
ORD_ACC_N_343_5,ACC_N_343,2026-01-22T00:00:00,PROD_149,222.4,DEV_N_343,ADDR_N_343,COMPLETED,0,0.0,LOW
ORD_ACC_N_343_6,ACC_N_343,2026-04-12T00:00:00,PROD_121,454.27,DEV_N_343,ADDR_N_343,COMPLETED,0,0.0,LOW
ORD_ACC_N_343_7,ACC_N_343,2026-04-25T00:00:00,PROD_106,491.88,DEV_N_343,ADDR_N_343,COMPLETED,0,0.0,LOW
ORD_ACC_N_344_0,ACC_N_344,2026-04-27T00:00:00,PROD_117,126.27,DEV_N_344,ADDR_N_344,COMPLETED,0,0.0,LOW
ORD_ACC_N_344_1,ACC_N_344,2026-04-29T00:00:00,PROD_124,289.12,DEV_N_344,ADDR_N_344,COMPLETED,0,0.0,LOW
ORD_ACC_N_344_2,ACC_N_344,2026-04-21T00:00:00,PROD_102,437.79,DEV_N_344,ADDR_N_344,COMPLETED,0,0.0,LOW
ORD_ACC_N_344_3,ACC_N_344,2026-08-04T00:00:00,PROD_106,303.36,DEV_N_344,ADDR_N_344,COMPLETED,0,0.0,LOW
ORD_ACC_N_344_4,ACC_N_344,2026-08-07T00:00:00,PROD_123,76.39,DEV_N_344,ADDR_N_344,COMPLETED,0,0.0,LOW
ORD_ACC_N_344_5,ACC_N_344,2026-05-16T00:00:00,PROD_102,411.34,DEV_N_344,ADDR_N_344,COMPLETED,0,0.0,LOW
ORD_ACC_N_344_6,ACC_N_344,2026-05-11T00:00:00,PROD_133,429.07,DEV_N_344,ADDR_N_344,COMPLETED,0,0.0,LOW
ORD_ACC_N_344_7,ACC_N_344,2026-05-21T00:00:00,PROD_149,410.32,DEV_N_344,ADDR_N_344,COMPLETED,0,0.0,LOW
ORD_ACC_N_344_8,ACC_N_344,2026-08-25T00:00:00,PROD_140,123.7,DEV_N_344,ADDR_N_344,COMPLETED,0,0.0,LOW
ORD_ACC_N_344_9,ACC_N_344,2026-08-06T00:00:00,PROD_101,160.29,DEV_N_344,ADDR_N_344,COMPLETED,0,0.0,LOW
ORD_ACC_N_345_0,ACC_N_345,2026-06-04T00:00:00,PROD_117,189.14,DEV_N_345,ADDR_N_345,COMPLETED,0,0.0,LOW
ORD_ACC_N_345_1,ACC_N_345,2026-08-19T00:00:00,PROD_140,175.77,DEV_N_345,ADDR_N_345,COMPLETED,0,0.0,LOW
ORD_ACC_N_345_2,ACC_N_345,2026-07-21T00:00:00,PROD_135,120.5,DEV_N_345,ADDR_N_345,COMPLETED,0,0.0,LOW
ORD_ACC_N_345_3,ACC_N_345,2026-05-21T00:00:00,PROD_111,381.59,DEV_N_345,ADDR_N_345,COMPLETED,0,0.0,LOW
ORD_ACC_N_345_4,ACC_N_345,2026-08-09T00:00:00,PROD_147,180.21,DEV_N_345,ADDR_N_345,COMPLETED,0,0.0,LOW
ORD_ACC_N_345_5,ACC_N_345,2026-06-11T00:00:00,PROD_146,417.77,DEV_N_345,ADDR_N_345,COMPLETED,0,0.0,LOW
ORD_ACC_N_346_0,ACC_N_346,2026-03-24T00:00:00,PROD_148,318.46,DEV_N_346,ADDR_N_346,COMPLETED,0,0.0,LOW
ORD_ACC_N_346_1,ACC_N_346,2026-05-20T00:00:00,PROD_122,147.05,DEV_N_346,ADDR_N_346,COMPLETED,0,0.0,LOW
ORD_ACC_N_346_2,ACC_N_346,2026-01-19T00:00:00,PROD_110,449.97,DEV_N_346,ADDR_N_346,COMPLETED,0,0.0,LOW
ORD_ACC_N_346_3,ACC_N_346,2026-08-23T00:00:00,PROD_132,73.51,DEV_N_346,ADDR_N_346,COMPLETED,0,0.0,LOW
ORD_ACC_N_346_4,ACC_N_346,2026-04-02T00:00:00,PROD_125,383.25,DEV_N_346,ADDR_N_346,COMPLETED,0,0.0,LOW
ORD_ACC_N_346_5,ACC_N_346,2026-07-24T00:00:00,PROD_138,115.34,DEV_N_346,ADDR_N_346,COMPLETED,0,0.0,LOW
ORD_ACC_N_346_6,ACC_N_346,2026-04-19T00:00:00,PROD_122,89.97,DEV_N_346,ADDR_N_346,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_0,ACC_N_347,2026-07-13T00:00:00,PROD_118,69.74,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_1,ACC_N_347,2026-06-20T00:00:00,PROD_114,485.96,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_2,ACC_N_347,2026-08-26T00:00:00,PROD_117,138.03,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_3,ACC_N_347,2026-06-29T00:00:00,PROD_114,127.74,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_4,ACC_N_347,2026-08-03T00:00:00,PROD_109,231.37,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_5,ACC_N_347,2026-07-25T00:00:00,PROD_139,136.97,DEV_N_347,ADDR_N_347,REFUNDED,1,0.0,LOW
ORD_ACC_N_347_6,ACC_N_347,2026-07-09T00:00:00,PROD_112,287.03,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_7,ACC_N_347,2026-08-08T00:00:00,PROD_140,426.99,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_8,ACC_N_347,2026-07-13T00:00:00,PROD_123,378.46,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_9,ACC_N_347,2026-07-07T00:00:00,PROD_115,197.71,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_10,ACC_N_347,2026-06-23T00:00:00,PROD_108,191.4,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_11,ACC_N_347,2026-07-31T00:00:00,PROD_106,401.87,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_12,ACC_N_347,2026-07-02T00:00:00,PROD_138,276.97,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_13,ACC_N_347,2026-07-18T00:00:00,PROD_135,364.43,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_347_14,ACC_N_347,2026-07-03T00:00:00,PROD_129,149.18,DEV_N_347,ADDR_N_347,COMPLETED,0,0.0,LOW
ORD_ACC_N_348_0,ACC_N_348,2026-04-02T00:00:00,PROD_110,229.37,DEV_N_348,ADDR_N_348,COMPLETED,0,0.0,LOW
ORD_ACC_N_348_1,ACC_N_348,2026-04-10T00:00:00,PROD_122,235.26,DEV_N_348,ADDR_N_348,COMPLETED,0,0.0,LOW
ORD_ACC_N_348_2,ACC_N_348,2026-01-21T00:00:00,PROD_122,359.03,DEV_N_348,ADDR_N_348,COMPLETED,0,0.0,LOW
ORD_ACC_N_348_3,ACC_N_348,2026-02-28T00:00:00,PROD_146,152.52,DEV_N_348,ADDR_N_348,COMPLETED,0,0.0,LOW
ORD_ACC_N_348_4,ACC_N_348,2026-03-02T00:00:00,PROD_148,306.91,DEV_N_348,ADDR_N_348,COMPLETED,0,0.0,LOW
ORD_ACC_N_348_5,ACC_N_348,2026-05-22T00:00:00,PROD_134,123.3,DEV_N_348,ADDR_N_348,COMPLETED,0,0.0,LOW
ORD_ACC_N_348_6,ACC_N_348,2026-06-08T00:00:00,PROD_132,131.63,DEV_N_348,ADDR_N_348,COMPLETED,0,0.0,LOW
ORD_ACC_N_348_7,ACC_N_348,2026-07-26T00:00:00,PROD_137,387.82,DEV_N_348,ADDR_N_348,COMPLETED,0,0.0,LOW
ORD_ACC_N_349_0,ACC_N_349,2026-08-31T00:00:00,PROD_107,361.81,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_349_1,ACC_N_349,2026-08-22T00:00:00,PROD_110,50.54,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_349_2,ACC_N_349,2026-08-28T00:00:00,PROD_111,490.3,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_349_3,ACC_N_349,2026-08-31T00:00:00,PROD_107,331.72,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_349_4,ACC_N_349,2026-08-30T00:00:00,PROD_144,65.2,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_349_5,ACC_N_349,2026-08-19T00:00:00,PROD_108,215.64,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_349_6,ACC_N_349,2026-08-29T00:00:00,PROD_145,66.01,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_349_7,ACC_N_349,2026-08-27T00:00:00,PROD_125,259.85,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_349_8,ACC_N_349,2026-08-28T00:00:00,PROD_105,188.58,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_349_9,ACC_N_349,2026-08-24T00:00:00,PROD_101,380.87,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_350_0,ACC_N_350,2026-08-28T00:00:00,PROD_100,347.7,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_350_1,ACC_N_350,2026-08-31T00:00:00,PROD_101,22.24,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_350_2,ACC_N_350,2026-07-26T00:00:00,PROD_111,199.92,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_350_3,ACC_N_350,2026-07-22T00:00:00,PROD_113,318.02,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_350_4,ACC_N_350,2026-08-25T00:00:00,PROD_138,438.61,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_350_5,ACC_N_350,2026-07-26T00:00:00,PROD_149,104.93,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_350_6,ACC_N_350,2026-07-30T00:00:00,PROD_101,91.45,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_350_7,ACC_N_350,2026-08-29T00:00:00,PROD_107,468.94,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_350_8,ACC_N_350,2026-08-13T00:00:00,PROD_137,71.73,DEV_N_349,ADDR_N_349,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_0,ACC_N_351,2026-08-19T00:00:00,PROD_139,258.87,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_1,ACC_N_351,2026-07-04T00:00:00,PROD_124,465.73,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_2,ACC_N_351,2026-08-17T00:00:00,PROD_115,340.98,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_3,ACC_N_351,2026-08-13T00:00:00,PROD_112,134.94,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_4,ACC_N_351,2026-08-26T00:00:00,PROD_130,191.99,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_5,ACC_N_351,2026-08-19T00:00:00,PROD_141,426.93,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_6,ACC_N_351,2026-06-25T00:00:00,PROD_133,290.24,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_7,ACC_N_351,2026-06-23T00:00:00,PROD_108,328.74,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_8,ACC_N_351,2026-08-06T00:00:00,PROD_125,160.62,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_9,ACC_N_351,2026-07-14T00:00:00,PROD_106,59.55,DEV_N_351,ADDR_N_351,REFUNDED,1,0.0,LOW
ORD_ACC_N_351_10,ACC_N_351,2026-07-01T00:00:00,PROD_149,312.64,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_11,ACC_N_351,2026-06-05T00:00:00,PROD_102,355.47,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_12,ACC_N_351,2026-08-20T00:00:00,PROD_136,167.42,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_13,ACC_N_351,2026-08-09T00:00:00,PROD_134,327.65,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_351_14,ACC_N_351,2026-08-25T00:00:00,PROD_122,484.05,DEV_N_351,ADDR_N_351,COMPLETED,0,0.0,LOW
ORD_ACC_N_352_0,ACC_N_352,2026-08-04T00:00:00,PROD_111,374.5,DEV_N_352,ADDR_N_352,COMPLETED,0,0.0,LOW
